,Name,Year,Tv Certificate,Duration per episode,Genre,Ratings,Actor/Actress,Votes
1884,5:32,2021– ,,,"Crime, Thriller",7.7," Tansholpan Kinzhembetova, Bakhtiyar Baiserik, Abilmansur Serikov, Almagul Sagyndyk", 117
1885,Crime Diaries: The Candidate,2019– ,TV-MA , 45 min ," Crime, Drama, Thriller",7.6," Lisa Owen, Ilse Salas, Alberto Guerra, Gustavo Sánchez Parra", 836
1886,Gumrah End of Innocence,2012– ,,,"Crime, Thriller",7.5," Karan Kundrra, Abhay Deol, Jannat Zubair Rahmani, Shrashti Maheshwari", 190
1887,Haunted,2002,,60 min ," Crime, Drama, Horror",7.1," Matthew Fox, Russell Hornsby, Lynn Collins, Michael Irby", 630
1888,The Missing Stone,2020,,25 min , Thriller,5.3," Bidita Bag, Barun Sobti, Rashi Mal, Saqib Ayub", 259
1889,Relaciones Peligrosas,2012– ,,,"Drama, Romance, Thriller",6.8," Sandra Echeverría, Gabriel Coronel, Ana Layevska, Gonzalo Garcia Vivanco", 201
1890,A.I.SHA: My Virtual Girlfriend,2016– ,,,"Sci-Fi, Thriller",7.4," Auritra Ghosh, Raghu Ram, Nimisha Mehta, Flora Saini", 698
1891,Choujin Sentai Jetman,1991–1992,TV-14 , 25 min ," Action, Adventure, Comedy",8.2," Mikiko Miki, Kôtarô Tanaka, Rika Kishida, Sayuri Uchida", 255
1892,The Look-See,2017– ,TV-MA ,," Horror, Mystery, Thriller",7.1," Sean Brison, Johnny Berchtold, Belinda Gosbee, Cameron Barnes", 298
1893,Kaal Bhairav Rahasya,2017–2019,,,Thriller,7.1," Haresh Sharma, Iqbal Khan, Sargun Kaur Luthra, Chhavi Pandey", 130
1894,Tomorrow Is Ours,2017– ,,26 min ," Crime, Thriller",5.1," Ingrid Chauvin, Alexandre Brasseur, Samy Gharbi, Maud Baecker", 118
1895,Agenterna,2017– ,,,"Family, Thriller",7.8," Senait Imbaye, Jonas Leksell, Madeleine Martin, Ingela Lundh", 24
1896,Innocente,2016– ,,52 min ," Crime, Drama, Mystery",6.5," Julie De Bona, Sagamore Stévenin, Olivia Bonamy, Jeanne Bournaud", 164
1897,1990,1977–1978,,55 min ," Drama, Sci-Fi, Thriller",7.6," Edward Woodward, Robert Lang, Tony Doyle, Paul Hardwick", 140
1898,Hudson Falls,2021– ,,,"Crime, Drama, Thriller",8.8," Richard Kind, Tara Westwood, Jessica Hecht, Robert John Burke", 9
1899,Golgo 13,2008–2009,TV-MA ," 1,250 min "," Animation, Action, Adventure",7.5," Hiroshi Tachi, Mitsuo Senda, David Wald, Chris Ayres", 470
1900,Bright-eyed Revenge,2016–2017,,52 min ," Drama, Thriller",6.2," Laëtitia Milot, Bernard Yerlès, Claire Borotra, Benoît Michel", 164
1901,Kamen Rider Gaim,2013–2014,TV-PG , 25 min ," Action, Adventure, Comedy",8.0," Gaku Sano, Seiji Hiratoko, Hôchû Ôtsuka, Mahiro Takasugi", 566
1902,Behind Closed Doors,2011–2012,TV-14 , 42 min ," Action, Crime, Drama",7.0," Gabriel Porras, Wayne LeGette, Maritza Rodríguez, Miguel Varoni", 214
1903,CIF,2019– ,,,"Crime, Drama, Thriller",8.6," Aditya Srivastav, Ansha Sayed, Dinesh Phadnis, Dayanand Shetty", 79
1904,Edha,2018,,40 min ," Drama, Mystery, Thriller",4.9," Andrés Velencoso, Brian Beacock, Dennis Smith, Heinz K. Krattiger", 655
1905,Wanted,2005,,,"Crime, Drama, Thriller",7.5," Gary Cole, Ryan Hurst, Rashida Jones, Benjamín Benítez", 607
1906,Synchronous,2021,,45 min ," Crime, Sci-Fi, Thriller",6.1," Özcan Deniz, Feyza Aktan, Cansel Elcin, Zeynep Tugçe Bayat", 199
1907,Under the Skin,2022– ,,45 min ," Crime, Drama, Mystery",7.8," Jianci Tan, Kim Scar, Yanqi Lu, Baijia Zhang", 91
1908,Nisha,2019– ,,20 min , Thriller,5.2," Vaibhavi Shandilya, Anish Padmanabhan, Kalloori Vinoth, Jenipriya", 31
1909,Blood Money,1981– ,,30 min ," Drama, Thriller",7.9," Bernard Hepton, Michael Denison, Juliet Hammond, Stephen Yardley", 45
1910,Rev & Roll,2019– ,,,"Animation, Action, Crime",4.0," Ebrahim Mohamed, Andrea Libman, Ashleigh Ball, Tabitha St. Germain", 51
1911,Interrogator,2022– ,,,"Animation, Action, Crime",7.5," Phillip Sacramento, Richard Reed", 69
1912,No Easy Days,2018,,45 min ," Action, Drama, Thriller",5.2," Sean Brosnan, Simon Phillips, Michael Hogan, Peter Outerbridge", 429
1913,Iskander: Shadow of the River,2018– ,,180 min ," Crime, Drama, Thriller",6.4," Stéphane Caillard, Adama Niane, Axel Granberger, Samuel Jouy", 261
1914,Gustav Gets Grounded: The Series,2021– ,TV-14 , 22 min ," Animation, Adventure, Comedy",8.0," Gustav Novikov, Marcus Sobolevsky Novikov, Irina Richardson, Daniel Fuenmayor Ledesma", 11
1915,Coronet Blue,1967,,60 min ," Drama, Mystery, Thriller",8.5," Frank Converse, Joe Silver, Brian Bedford, Robert Burr", 178
1916,The Ghost Squad,2005,,60 min ," Crime, Drama, Thriller",7.5," Elaine Cassidy, Emma Fielding, Jonas Armstrong, James Weber Brown", 448
1917,Masters of Science Fiction,2007,,42 min ," Drama, Fantasy, Horror",6.7," Stephen Hawking, Jason Diablo, Paul Herbert, Malcolm McDowell"," 2,126"
1918,Tales from the Crypt,2000,,,"Drama, Fantasy, Horror",7.8," John Kassir, Alissa Hunnicutt, Anne Bobby, Rafael Ferrer", 74
1919,Desert Rose,2022– ,,,Thriller,6.8," Neil Sandilands, Amalia Uys, Kai Luke Brummer, Christia Visser", 24
1920,Woh,1998,,25 min ," Crime, Drama, Horror",6.6," Ashutosh Gowariker, Mamik Singh, Lilliput, Anupam Bhattacharya", 52
1921,Flatland,2002,,,"Action, Drama, Mystery",5.2," Bumper Robinson, Phillip Rhys Chaudhary, Françoise Yip, Katherine Kendall", 101
1922,Threads,2017– ,,,"Comedy, Thriller",7.5," Milana Vayntrub, Elisabeth Hower, Nikki SooHoo, Madeleine Byrne", 45
1923,Local Hero,2016– ,,65 min ," Crime, Thriller",7.1," Jo Sung-ha, Lee Soo-hyuk, Yuri Kwon, Tae-young Yoon", 104
1924,The Casino,2020,,300 min , Thriller,3.8," Aindrita Ray, Gungun Uprari, Mandana Karimi, Mantra Mugdh", 164
1925,A Simple Murder,2020– ,,35 min ," Action, Comedy, Crime",6.9," Mohd. Zeeshan Ayyub, Priya Anand, Amit Sial, Sushant Singh"," 3,928"
1926,Paul Temple,1969–1971,,50 min ," Crime, Drama, Mystery",7.6," Francis Matthews, Ros Drinkwater, June Ellis, George Sewell", 80
1927,Blackout,II) (2012,TV-14 , 180 min ," Action, Thriller",4.7," Thai Edwards, Kevin Ketcham, Justin Baldoni, Anne Heche", 201
1928,Onanay,2018–2019,TV-PG ,," Comedy, Crime, Drama",8.6," Wendell Ramos, Rochelle Pangilinan, Vaness Del Moral, Enrico Cuenca", 24
1929,Conspiracy of Silence,2018– ,,45 min ," Crime, Drama, Thriller",6.5," Jens Hultén, Vera Vitali, Halina Reijn, Henrik Mestad", 571
1930,Al Hajjaj,2003,,,"Action, Biography, Drama",8.1," Eyad Nassar, Fethi Haddaoui, Abed Fahd, Nahed Halaby", 347
1931,Project 863,2018–2022,,30 min ," Mystery, Sci-Fi, Thriller",9.6," Matthew Fredrick, Woodland Demars, Samantha Fekete, Bailey Petracek", 120
1932,Mai Hero Boll Raha Hu,2021– ,,,"Action, Thriller",6.5," Parth Samthaan, Anubhav Nanda, Arslan Goni, Patralekhaa Paul"," 1,990"
1933,Ultraman Trigger: New Generation Tiga,2021–2022,TV-PG , 25 min ," Action, Adventure, Comedy",6.8," Raiga Terasaka, Runa Toyoda, Shun'ya Kaneko, Katsuya Takagi", 132
1934,Riddle Story of Devil,2014– ,TV-14 , 24 min ," Animation, Action, Thriller",6.2," Alexis Tipton, Jamie Marchi, Morgan Berry, Lauren Landa", 493
1935,Fanaa: Ishq Mein Marjawan,2022,,20 min , Thriller,7.8," Zain Imam, Reem Shaikh, Akshit Sukhija, Leysan Karimova", 113
1936,The Godfather,2017– ,,,"Action, Drama, Thriller",5.7," Fares Bakr, Ahmed Hagag, Marwan Irfan, Mahmoud Hemida", 176
1937,The King's Face,2014–2015,,,"Action, Drama, Romance",6.9," Seo In-Guk, Yun-hie Jo, Sung-Jae Lee, Seong-rok Sin", 127
1938,Sirens,2014– ,,45 min ," Mystery, Thriller",7.8," Magi Azarzar, Sasson Gabay, Roy Nik, Rotem Abuhab", 206
1939,Dhanbad Blues,2018– ,MA-17 , 60 min , Thriller,5.0," Rajatabha Dutta, Solanki Roy, Dibyendu Bhattacharya, Imran Hasnee", 195
1940,Brynhildr in the Darkness,2014,TV-MA , 22 min ," Animation, Action, Drama",6.7," Jamie Marchi, Ryôta Ôsaka, Blake Shepard, Risa Taneda", 998
1941,Switch,2012– ,,45 min ," Action, Comedy, Drama",6.7," Phoebe Fox, Hannah Tointon, Nina Toussaint-White, Lacey Turner", 397
1942,Tokusou Sentai Dekaranger,2004–2005,TV-PG , 25 min ," Action, Adventure, Comedy",8.1," Ryûji Sainei, Tetsu Inada, Tsuyoshi Hayashi, Yousuke Itou", 252
1943,Hello!,2017– ,,,"Drama, Thriller",6.3," Raima Sen, Priyanka Sarkar, Joy Sengupta, Suranjana Roy", 446
1944,Prima Donnas,2019– ,TV-14 , 22 min ," Crime, Drama, Romance",8.2," Katrina Halili, Wendell Ramos, Chanda Romero, Jillian Ward", 51
1945,Love Me If You Dare,2015– ,,45 min ," Crime, Romance, Thriller",7.3," Wallace Huo, Sichun Ma, Zheng Yin, Kai Wang", 682
1946,Bangkok Breaking,2021– ,TV-MA , 60 min ," Action, Crime, Drama",5.8," Sukollawat Kanarot, Nophand Boonyai, Sushar Manaying, Chatcha Patumthip", 315
1947,Le temps est assassin,2019–2022,,52 min , Thriller,5.4," Mathilde Seigner, Caterina Murino, Stanley Weber, Vincent Deniard", 181
1948,Schimanski,1997–2013,,90 min ," Crime, Drama, Thriller",7.1," Götz George, Denise Virieux, Julian Weigend, Chiem van Houweninge", 350
1949,Ghost Hound,2007– ,TV-14 , 25 min ," Animation, Drama, Horror",7.5," Josh Grelle, Corey Hartzog, Clint Bickham, Brittney Karbowski", 791
1950,Mohabbat Tumse Nafrat Hai,2017– ,,,"Crime, Drama, Family",8.0," Haroon Kadwani, Sabreen Hisbani, Imran Abbas, Ayeza Khan", 231
1951,Justice,2019,,,"Crime, Drama, Mystery",7.8," Jin-Ah Im, Choi Jin-Hyuk, Son Hyeon-ju, Ji Hye-Won", 86
1952,Crime Stories: Khoj Apradhi Ki,2021– ,,14 min ," Crime, Game-Show, Thriller",7.4," Chandan Vicky Rai, K.C. Shankar, Jatin Bhatia, Samar Pratap", 14
1953,Torn,2019– ,,,"Crime, Drama, Mystery",6.1," Julie Gayet, Bruno Debrandt, Thomas Jouannet, Joyce Bibring", 183
1954,Gando,2019–2021,,,"Action, Drama, Mystery",5.4," Vahid Rahbani, Dariush Farhang, Pendar Akbari, Majid Norouzi"," 1,734"
1955,Ik weet wie je bent,2018,,50 min ," Crime, Drama, Mystery",7.3," Daan Schuurmans, Ariane Schluter, Gaite Jansen, Sophie van Winden", 519
1956,Adaalat,2010–2016,,42 min ," Crime, Drama, Mystery",8.1," Ronit Roy, Romit Raj, Ajay Kumar Nain, Nilofar"," 1,403"
1957,Kommissar Dupin,2014– ,,90 min ," Crime, Drama, Mystery",6.4," Pasquale Aleardi, Jan Georg Schütte, Annika Blendl, Ludwig Blochberger", 109
1958,Witless,2016–2018,,30 min ," Comedy, Thriller",6.8," Kerry Howard, Zoe Boyle, Nicholas Fruin, Nick Preston", 737
1959,Invisible,2016– ,,,"Drama, Sci-Fi, Thriller",6.2," Sofia Black-D'Elia, Austin Cauldwell, Olivia Boreham-Wing, Teddy Cañez", 47
1960,Sabuesos,2018,,,"Adventure, Comedy, Crime",7.4," Salva Reina, María Esteve, Thais Blume, Isabel Madolell", 72
1961,Hudozhnik,2022,,52 min ," Drama, Mystery, Thriller",7.1," Andrey Smolyakov, Aleksandr Gorbatov, Darya Ursulyak, Marina Aleksandrova", 40
1962,Singer,2021– ,,50 min ," Crime, Drama, Mystery",4.6," Milica Pavlovic, Jelena Moore, Milos Timotijevic, Zlatan Vidovic", 501
1963,The Confidence,2020– ,,,"Action, Crime, Drama",8.4," Wenjing Cai, Kai Liu, Guanying Peng, Jinsong Wang", 18
1964,Beyhadh,2016–2017,,22 min ," Drama, Romance, Thriller",7.1," Kushal Tandon, Jennifer Winget, Aneri Vajani, Sumeet Bharadwaj"," 1,425"
1965,Syndrome E,2022– ,,,"Crime, Drama, Thriller",6.5," Vincent Elbaz, Jennifer Decker, Kool Shen, Bérengère Krief", 80
1966,God's Gift: 14 Days,2014,Not Rated ,," Fantasy, Mystery, Thriller",8.0," Lee Bo-young, Cho Seung-woo, Kim Tae-woo, Gyu-Woon Jung", 536
1967,Murder by the Sea,2022– ,,,Thriller,5.5," Payel Sarkar, Arjun Chakrabarty, Anjan Dutt, Ananya Chatterjee", 137
1968,Magical Girl Raising Project,2016– ,TV-MA , 24 min ," Animation, Action, Fantasy",7.2," Megan Shipman, Sarah Wiedenheft, Madeleine Morris, Bryn Apprill", 339
1969,Ang sa iyo ay akin,2020–2021,,,"Action, Crime, Drama",6.5," Iza Calzado, Jodi Sta. Maria, Sam Milby, Maricel Soriano", 9
1970,Project 9191,2021– ,,34 min ," Action, Thriller",5.8," Satyajit Sharma, Trishna Mukherjee, Vaibhav Tatwawadi, Jaswant Singh Dalal", 418
1971,Der Clown,1998–2001,,45 min ," Action, Comedy, Crime",5.4," Sven Martinek, Diana Frank, Thomas Anzenhofer, Volkmar Kleinert", 666
1972,Las vías del amor,2002–2003,TV-MA , 60 min ," Crime, Drama, Romance",7.0," Aracely Arámbula, Jorge Salinas, Enrique Rocha, Daniela Romo", 139
1973,Son of Svengoolie,1978–1986,,120 min ," Comedy, Drama, Fantasy",8.1," Rich Koz, Jerry G. Bishop, Doug Scharf, Jon Pertwee", 181
1974,Deep State,2022,,45 min ," Crime, Drama, Thriller",5.6," Adel Othman, Redhab Ahmad, Kadhim Al-Quraishiy, Ashty Hadid", 38
1975,Hijos del Desierto,2022–2023,,,"Drama, History, Romance",7.1," Paola Volpato, Gastón Salgado, Jorge Arecheta, Francisco Melo", 11
1976,Masquerade,1983–1984,,60 min ," Adventure, Thriller",7.0," Rod Taylor, Kirstie Alley, Greg Evigan, Katia Christine", 130
1977,P.J.,1997–2009,,52 min ," Crime, Thriller",6.1," Valérie Bagnou-Beido, Charles Schneider, Raphaëlle Lubansu, Marc Betton", 116
1978,Deadwax,2018– ,,,"Horror, Music, Mystery",6.7," Hannah Gross, Evan Gamble, Tracy Perez, Dohn Norwood", 397
1979,Punch,2014–2015,,,"Drama, Romance, Thriller",7.6," Rae-won Kim, Kim Ah-jung, Jae-Hyun Cho, Seo Ji-hye", 102
1980,Spuren des Bösen,2010– ,,,"Crime, Drama, Mystery",7.7," Heino Ferch, Gerhard Liebmann, Gerda Drabek, Sabrina Reiter", 184
1981,Leap in the Dark,1973–1980,,45 min ," Fantasy, Thriller",7.7," Colin Wilson, Linda Blandford, Gordon Snell, Anita Gregory", 23
1982,Apoy sa dagat,2013,,,"Action, Drama, Mystery",8.2," Angelica Panganiban, Piolo Pascual, Diether Ocampo, Angel Aquino", 51
1983,El Fantasma de Elena,2010– ,TV-14 , 42 min ," Action, Crime, Drama",7.1," Elizabeth Gutierrez, Segundo Cernadas, Ana Layevska, Elluz Peraza", 130
1984,Medisch Centrum West,1988–1994,,55 min ," Comedy, Crime, Drama",6.5," Margreet Blanken, Klaas Hofstra, Rob van Hulst, Annemieke Verdoorn", 218
1985,Lost Without a Trace,2020–2022,,50 min ," Crime, Drama, Thriller",8.6," Juris Zagars, Rezija Kalnina, Kristine Nevarauska, Henrijs Arajs", 218
1986,Digimon Adventure 02,2000–2001,TV-G , 30 min ," Animation, Action, Adventure",7.4," Tifanie Christun, Brian Donovan, Doug Erholtz, Lara Jill Miller"," 1,727"
1987,"Tom Corbett, Space Cadet",1950–1955,,15 min ," Action, Adventure, Family",7.1," Frankie Thomas, Al Markim, Jan Merlin, Jack Grimes", 101
1988,Dr. Terrible's House of Horrible,2001– ,,30 min ," Comedy, Drama, Fantasy",7.3," Steve Coogan, Graham Duff, Hayley Henderson, Sarah Henderson", 568
1989,Taqdeer,2020– ,,20 min ," Crime, Mystery, Thriller",8.7," Chanchal Chowdhury, Sanjida Preeti, Manoj Kumar Pramanik, Shohel Mondol"," 6,877"
1990,Shadows of Fear,1970–1973,,60 min , Thriller,7.5," Ray Smith, Michael Craig, Sheila Hancock, Ian Bannen", 99
1991,Big Brother Brazil,2002– ,,,"Game-Show, Reality-TV, Thriller",3.9," Pedro Bial, Tiago Leifert, Ana Clara Lima, Kléber Bambam", 448
1992,The Inner Circle,2019,,43 min ," Drama, Thriller",6.6," Niklas Engdahl, Nanna Blondell, Ebba Hultkvist Stragne, Olle Sarri", 408
1993,Cinema Insomnia with Mr. Lobo,2001– ,,120 min ," Action, Comedy, Drama",7.8," Mister Lobo, Dixie Dellamorto, Miss Mittens, Jessie Seeherman", 86
1994,Vilangu,2022,,40 min ," Drama, Mystery, Thriller",7.8," Vimal, Iniya, Bala Saravanan, Munishkanth"," 4,904"
1995,Original Sin,2018– ,,,"Crime, Drama, Mystery",7.1," David Chiang, Bing Bai, Cherry Ngan, Hee Ching Paw", 18
1996,In the Name of God,2021– ,,41 min ," Crime, Thriller",6.3," Priyadarshi Pulikonda, Nandini Rai, Krishna Murali Posani, Vikas", 93
1997,Grisaia: Phantom Trigger,2019– ,,90 min ," Animation, Action, Drama",7.4," Kieran Flitton, Maaya Uchida, Yoshino Nanjô, Atsumi Tanezaki", 93
1998,Gilgamesh,2003–2004,TV-14 ,," Animation, Drama, Sci-Fi",6.7," Blake Shepard, Alice Fulks, Andrew Love, Brittney Karbowski", 408
1999,Entre el amor y el odio,2002,,45 min ," Crime, Drama, History",7.4," Susana González, César Évora, Sabine Moussier, María Sorté", 191
2000,Chiller Theater,II) (1963–1984,,,"Comedy, Horror, Mystery",9.4," Bill Cardille, Bonnie Barney, Norman Elder, Ted James", 17
2001,Corazón Traicionado,2016– ,TV-14 ,," Drama, Romance, Thriller",7.7," Yelena Maciel, Norkys Batista, Caridad Canelón, Brittany Falardeau", 9
2002,Jungle Jim,1955–1956,,20 min ," Action, Adventure, Crime",7.4," Johnny Weissmuller, Martin Huston, Dean Fredericks, Tamba", 223
2003,A Chance to Love,2007– ,TV-14 , 60 min ," Crime, Drama, Romance",7.5," Lorena Rojas, Mauricio Islas, Catherine Siachoque, Lupita Ferrer", 91
2004,Cut,2013–2019,,26 min ," Crime, Drama, Thriller",7.7," Ambroise Michel, Antoine Stip, Sébastien Capgras, Julie Boulanger", 26
2005,Gotham Stories,2016,TV-14 , 3 min ," Animation, Short, Crime",7.2," Robin Lord Taylor, Camren Bicondova, Nathan Darrow, Ben McKenzie", 248
2006,Deli Yürek,1998–2002,,60 min ," Adventure, Crime, Drama",7.6," Kenan Imirzalioglu, Kürsat Alniaçik, Mehtap Bayri, Atilla Karagöz"," 3,542"
2007,Ga-Rei-Zero,2008– ,TV-MA , 24 min ," Animation, Action, Drama",7.3," Minori Chihara, Kaoru Mizuhara, Shinya Takahashi, Alexis Tipton", 719
2008,Otherside Picnic,2021,,,"Animation, Adventure, Fantasy",6.0," Ai Kayano, Yumiri Hanamori", 339
2009,Höllgrund,2022– ,,240 min , Thriller,7.0," August Wittgenstein, Ulrike C. Tscharre, Heiner Lauterbach, Nicki von Tempelhoff", 19
2010,Virkar,2021– ,,28 min ," Crime, Thriller",7.4," Prateik Babbar, Simran Kaur Mundi, Ashish Vidyarthi, Shiv Panditt"," 4,398"
2011,Lhong Fai,2017,,80 min ," Drama, Romance, Thriller",7.7," Kitty Chicha, Warinda Dumrongpon, Krailad Kriangkrai, Kalaya Lertkasemup", 10
2012,Six Empty Seats,2020–2021,,48 min ," Drama, Thriller",7.0," Oksana Akinshina, Mikhail Efremov, Evgeniya Dobrovolskaya, Nikita Efremov", 232
2013,Bashar Momin,2014– ,,,"Drama, Romance, Thriller",8.2," Mariyam Khalif, Ushna Shah, Sami Khan, Faysal Qureshi", 458
2014,The Longest Day in Chang'an,2019,,45 min ," Action, Crime, History",7.8," Jiayin Lei, Jackson Yee, Lu Cai, Rayza", 610
2015,La Frecuencia Kirlian,2017– ,TV-14 , 9 min ," Animation, Horror, Mystery",7.5," Nicolás Van de Moortele, Casper Uncal, Ciro Herce, Letizia Denise Bloisi"," 1,126"
2016,Sleepwalkers,1997–1998,TV-14 , 60 min ," Drama, Mystery, Sci-Fi",6.1," Naomi Watts, Bruce Greenwood, Abraham Benrubi, Jeffrey D. Sams", 159
2017,Kakumeiki Valvrave,2013– ,TV-MA , 25 min ," Animation, Action, Drama",6.6," Haruka Tomatsu, Ryôta Ôsaka, Asami Seto, Ryohei Kimura", 303
2018,Sanak Ek Junoon,2021– ,,24 min , Thriller,3.9," Rohit Roy, Aindrita Ray, Antara Banerjee, Himanshu Sharma", 58
2019,Kishiryu Sentai Ryusoulger,2019–2020,TV-PG , 25 min ," Action, Adventure, Comedy",7.5," Hayate Ichinose, Keito Tsuna, Ichika Osaki, Yuito Obara", 77
2020,Infected,2016–2018,TV-MA , 30 min ," Drama, Horror, Thriller",5.2," Anthony Lucero, Eric Martinez, Briar Lachance, Aaron Ortiz", 31
2021,Jurm Aur Jazbaat,2021– ,,,"Crime, Thriller",8.5," Ronit Roy, Gautam Rode, Manish Bishla, Anurag Sharma", 18
2022,The Lost Village,2016– ,TV-MA , 24 min ," Animation, Drama, Mystery",5.6," Shinya Takahashi, Kodai Sakai, Tarusuke Shingaki, Yoshiaki Hasegawa", 470
2023,Cyber Vaar,2022– ,,24 min ," Crime, Mystery, Thriller",8.0," Ujjwal, Mohit Malik, Sanaya Irani, Amitabh Krishna Ghanekar"," 12,131"
2024,Red Hood: The Series,2016– ,,19 min ," Action, Drama, Thriller",7.9," Cali Parrish, James Matthew Fuller, Andrew Laux, Brooklyn Weaver", 45
2025,Le indagini di Lolita Lobosco,2021,,,Thriller,6.7," Luisa Ranieri, Francesco De Vito, Camilla Diana, Bianca Nappi", 126
2026,Ana Tramel. El juego,2021,,,Thriller,6.7," Maribel Verdú, Natalia Verbeke, Israel Elejalde, Luis Bermejo", 197
2027,Menaka,2019,,35 min , Thriller,7.9," V.K. Sreenivas, Ashwin Kumar, Bilas Chandrahasan Nair, Samragni Rajan", 110
2028,The Handler,2003–2004,,60 min ," Crime, Drama, Thriller",7.0," Joe Pantoliano, Anna Belknap, Lola Glaudini, Tanya Wright", 192
2029,Stop Nyqvist,2022,,43 min ," Comedy, Thriller",7.6," Antti Tuomas Heikkinen, Marc Gassot, Sonja Kuittinen, Jarkko Pajunen", 199
2030,Superintendent Winter,2001–2004,,60 min ," Crime, Thriller",5.4," Johan Gry, Krister Henriksson, Lennart Jähkel, Maria Kuhlberg", 146
2031,Mamon,2015– ,TV-MA , 60 min ," Crime, Thriller",7.3," Matej Hádek, Eva Leimbergerová, Gabriela Mícová, Daniel Tuma", 293
2032,Candle in the Tomb,2016–2017,,35 min ," Action, Adventure, Drama",7.1," Dong Jin, Joe Chen, Da Zhao, Xinming Yang", 233
2033,Strange Events,2014– ,,78 min ," Drama, Horror, Mystery",4.7," Kyle Kankonde, Corey Scott Rutledge, Rachel Winters, Katrina Ann Volonnino", 640
2034,Zodiac,2019,TV-14 ,," Crime, Horror, Mystery",7.6," Asma Abul-Yazid, Ahmad Khaled Saleh, Mayan El Sayed, Khaled Anwar", 179
2035,Nowhere Man,2019,,,"Action, Crime, Drama",5.6," Hsiao-chuan Chang, Alyssa Chia, Mavis Fan, Edison Wang", 382
2036,Housekeepers,2018– ,,,"Drama, Thriller",8.9," Thando Thabethe, Paballo Koza, Connie Chiume, Gabriel Mini", 17
2037,Show Window: Queen's House,2021– ,,,"Drama, Mystery, Romance",7.8," Song Yun-ah, Sung-Jae Lee, Jun So-min, Hwang Chan-sung", 61
2038,Digimon Frontier,2002–2003,TV-Y7 ,," Animation, Action, Adventure",6.7," Junko Takeuchi, Kumiko Watanabe, Masami Kikuchi, Kazuko Sugiyama"," 2,734"
2039,Two,1996–1997,,,"Crime, Thriller",7.9," Michael Easton, Barbara Tyson, Lochlyn Munro, Andrew Johnston", 140
